Date,Open,Close,Adj Close,MACD,MACD_Signal,RSI,SMA_50,EMA_20,EMA_10
2017-10-30,506.3999938964844,503.260009765625,502.1002502441406,28.395128822907736,36.00546018628353,54.206803217536205,423.4006018066406,500.70721394394127,517.642308299027
2017-11-06,503.0,502.7449951171875,501.5864562988281,25.176732480960027,33.83971464521883,54.07041821176821,427.5082202148437,500.7909513110733,514.7230624808091
2017-11-13,502.7999877929688,512.9749755859375,511.7928466796875,23.182467542796477,31.708265224734355,56.41629323376568,431.8050067138672,501.838750869989,514.1902959715143
2017-11-20,515.6799926757812,516.0599975585938,514.8706665039062,21.60134568214687,29.68688131621686,57.12742108652862,436.1244561767578,503.0798856922668,514.3139997046765
2017-11-27,515.9000244140625,509.885009765625,508.7099914550781,19.624955950595847,27.67449624309265,55.18642103080855,440.6544799804688,503.616086241106,513.2950891138404
2017-12-04,510.0,512.510009765625,511.3289489746094,18.06177592372393,25.75195217921891,55.87281270998287,445.6545404052735,504.35064459667774,512.9376090885256
2017-12-11,515.9000244140625,517.0349731445312,515.843505859375,16.991365615144844,23.999834866404097,57.092823512544136,450.1974890136719,505.4452028121728,513.4659539559527
2017-12-18,505.0,542.8150024414062,541.5640869140625,18.01087550748514,22.802042994620304,63.31566097829167,455.0879052734375,508.8850965361622,518.5747054028818
2017-12-25,542.8150024414062,523.0399780273438,521.8346557617188,17.03052692086976,21.6477397798702,56.54165592784706,459.5018572998047,510.1183878909772,519.1674236499431
2018-01-01,520.7999877929688,512.719970703125,511.5384521484375,15.247017889033373,20.367595401702832,53.3347106001094,463.6213269042969,510.2536321059734,517.7803379223966
2018-01-08,517.0,505.7300109863281,504.5646057128906,13.119608329185894,18.917997987199445,51.215826701161326,467.39109375,509.71182006853695,515.3774775206682
2018-01-15,505.2000122070313,497.3049926757813,496.1589965820313,10.632790329360091,17.260956455631575,48.70425480250595,470.4930145263672,508.421074974584,511.8832082590978
2018-01-22,500.0,493.3049926757813,492.168212890625,8.244904133836144,15.457745991272487,47.51293872769944,473.0942687988281,506.8731833475403,508.2986636466482
2018-01-29,494.9500122070313,493.5750122070313,492.43756103515625,6.30158056615079,13.626512906248148,47.60608841572251,475.59210815429685,505.4983621749323,505.41482680819513
2018-02-05,481.0,505.93499755859375,504.7690734863281,5.690931122432119,12.039396549484945,51.82176311052758,478.0140588378906,505.428906109351,505.2974171133103
2018-02-12,509.6300048828125,505.8250122070313,504.6593322753906,5.138893870527227,10.6592960136934,51.78183288413789,480.6042492675781,505.3556133632595,505.181401688234
2018-02-19,509.5,501.9649963378906,500.8082580566406,4.340614959185473,9.395559802791814,50.31662936777344,482.9891680908203,504.9225319054863,504.3862846643079
2018-02-26,505.1000061035156,499.9400024414063,498.7879638671875,3.504553996905088,8.217358641614469,49.52492728105487,485.0483605957031,504.3382873304102,503.36840815574055
2018-03-05,499.9400024414063,496.625,495.48052978515625,2.545741646729596,7.083035242637495,48.18817182578413,486.7217779541016,503.4946913737193,501.934248451998
2018-03-12,500.25,501.135009765625,499.9801635742188,2.1244692342183957,6.091322040953675,50.159160474068166,488.5469195556641,503.15997444043353,501.57896029240175
2018-03-19,502.0,512.6699829101562,511.4885559082031,2.6882504164807983,5.4107077160591,54.88617591786462,490.3473260498047,503.9531726754592,503.3807049498202
2018-03-26,512.7999877929688,517.155029296875,515.9632568359375,3.456280186944639,5.019822210236208,56.6093603518781,491.4679278564453,505.0969902145524,505.66844165638696
2018-04-02,507.5,548.4249877929688,547.1611328125,6.5073445558150524,5.317326679351977,66.2800031671724,493.8265093994141,509.1030990334045,513.2125673211348
2018-04-09,548.7999877929688,531.6799926757812,530.454833984375,7.490925627121669,5.752046468905915,58.731354556268926,495.30924621582034,511.1365976001636,516.3475248962693
2018-04-16,532.0,528.635009765625,527.416748046875,7.933816470001545,6.188400469125041,57.44996566444584,497.02491943359377,512.687088118898,518.3601109236522
2018-04-23,529.885009765625,543.5250244140625,542.2725219726562,9.37547283989852,6.825814943279736,61.8348470992391,499.10322814941406,515.5047484859226,522.7078220234711
2018-04-30,545.9000244140625,534.8049926757812,533.5725708007812,9.70411949958384,7.401475854540557,58.06129072178048,501.4576080322266,517.2254934682901,524.683230892073
2018-05-07,540.0,534.5449829101562,533.3131713867188,9.830325111610591,7.887245705954564,57.94773973533414,504.1310131835937,518.7576532700452,526.2523109820086
2018-05-14,534.3699951171875,572.97998046875,571.6594848632812,12.876142832991375,8.885025131361926,67.93199154333283,506.97607177734375,523.7959229455915,534.5081607786036
2018-05-21,573.5,607.1699829101562,605.7708129882812,17.836862176432305,10.675392540376002,73.87428461685676,510.630210571289,531.6030553306097,547.4650066349086
2018-05-28,608.0,588.219970703125,586.8644409179688,20.011995945012814,12.542713221303364,66.51713073179236,513.9909893798828,536.8660444341676,554.6285401409195
2018-06-04,580.2249755859375,602.5499877929688,601.1614379882812,22.628604835463875,14.559891544135466,69.02897891372272,517.8339727783203,542.9894152488451,563.0890670222581
2018-06-11,601.5,597.9099731445312,596.5321044921875,24.051487136437004,16.458210662595775,67.26925055707171,521.549663696289,548.0887189863063,569.169619289518
2018-06-18,596.5900268554688,617.6500244140625,616.2266845703125,26.463267553557785,18.459222040788177,70.69226957235482,525.6648309326172,554.578049041926,577.7254493405716
2018-06-25,620.0,582.1099853515625,580.7686157226562,25.22269951013789,19.81191753465812,58.77449182842849,528.5006817626953,557.072388725805,578.2787523191324
2018-07-02,586.0,605.85498046875,604.4588012695312,25.853121690569424,21.02015836584038,63.23419087174739,530.791689453125,561.5853803966361,583.038761219205
2018-07-09,609.0,632.4450073242188,631.170654296875,28.183279803452592,22.452782653362824,67.50296790359673,533.5852069091796,568.2125493395159,591.790014506054
2018-07-16,633.0,666.39501953125,665.05224609375,32.3905303223745,24.44033218716516,71.95147107207399,536.2944158935547,577.4353776018239,605.1104202492714
2018-07-23,663.0999755859375,692.719970703125,691.32421875,37.41345626479335,27.0349570026908,74.82878914480972,540.159907836914,588.2819339016502,620.785656340313
2018-07-30,696.4000244140625,694.3150024414062,692.9159545898438,41.04940900730503,29.837847403613644,74.99614761841652,543.4236981201171,598.2470787290972,633.9002560220459
2018-08-06,698.5,708.385009765625,706.9577026367188,44.550429843413326,32.78036389157358,76.48168847868789,546.5757293701172,608.6004714822041,647.1834281338047
2018-08-13,702.9249877929688,709.7349853515625,708.304931640625,46.893168939326415,35.60292490112415,76.625181524327,549.7765545654297,618.0961343544346,658.2964287714084
