Date,Open,Close,Adj Close,VWSMA_200,VWEMA_50,VWEMA_20,RSI_Daily,ADX
2017-10-30,222.2250518798828,219.93756103515625,214.1083068847656,193.3199283599853,211.63509685524264,214.1467206487545,51.094242846258894,23.551640070173757
2017-10-31,219.93756103515625,220.5375518798828,214.69241333007807,193.535625,211.75499161896167,214.19869138030916,52.2209673414904,23.20542040484574
2017-11-01,222.00006103515625,220.1625518798828,214.3273468017578,193.74131843566892,211.85586829279683,214.21094427759,51.42355211837436,22.92762261491801
2017-11-02,220.12506103515625,219.93756103515625,214.1083068847656,193.9464618682861,211.94419921797208,214.2011692877972,50.9211244715272,22.63527745460166
2017-11-03,220.31256103515625,220.9125518798828,215.05746459960932,194.14362998962403,212.06628805646767,214.28272122225547,53.06126662842928,22.40136209747888
2017-11-06,220.425048828125,224.88755798339844,218.92709350585932,194.35751121521,212.33533925056147,214.7250423921225,60.603810657435865,23.296966092037724
2017-11-07,224.88755798339844,226.68756103515625,220.679428100586,194.5799723815918,212.66255842115064,215.2921267453095,63.46671973864794,25.236676486999706
2017-11-08,227.81256103515625,226.800048828125,220.7889404296875,194.8072518157959,212.98124006854425,215.8156328104884,63.64452875627465,27.037836139464407
2017-11-09,227.25006103515625,226.87506103515625,220.8619537353516,195.0338967895508,213.290287663321,216.2962348033325,63.77113162951721,28.18167595467825
2017-11-10,226.9125518798828,226.987548828125,220.971435546875,195.26826751708984,213.5915091489506,216.7414920170032,63.97372154896171,28.763510229162048
2017-11-13,225.2250518798828,223.95005798339844,218.01446533203125,195.4898522949219,213.76495841103215,216.86272757081545,55.0240823025299,29.3709937155283
2017-11-14,224.8500518798828,223.87506103515625,217.9414520263672,195.70771003723144,213.92874247437868,216.96546323324893,54.82015100323244,29.015933930849684
2017-11-15,223.87506103515625,222.37506103515625,216.4812164306641,195.91508644104005,214.02883949227223,216.9193444901456,50.76764472368656,28.243653667401976
2017-11-16,223.50006103515625,223.237548828125,217.32083129882807,196.1408358001709,214.1579372101764,216.9575813290677,52.92259786636711,27.52653627991482
2017-11-17,223.65005493164065,221.362548828125,215.4955291748047,196.3722695922852,214.21039179702456,216.8183382667569,48.00335636131802,26.789001911209983
2017-11-20,221.32505798339844,220.76255798339844,214.9114532470703,196.60041946411133,214.23788440290872,216.63673016964395,46.513463961037246,25.37122765501388
2017-11-21,222.862548828125,220.50006103515625,214.6558837890625,196.84137565612792,214.25427653569903,216.44807813339807,45.84299205646077,24.36755647726954
2017-11-22,221.77505493164065,220.7250518798828,214.8749389648437,197.0870617675781,214.2786162388028,216.2982553554405,46.55411618412352,23.38100504583977
2017-11-23,221.40005493164065,220.1625518798828,214.3273468017578,197.32699821472167,214.2805272412716,216.1105497788993,44.9646533071755,22.46492157379784
2017-11-24,220.800048828125,219.52505493164065,213.70675659179688,197.55999839782717,214.2580264314883,215.88161709441331,43.16592434425913,20.89811712090194
2017-11-27,218.43756103515625,221.1000518798828,215.239990234375,197.7945502471924,214.29653481591524,215.8205097744097,48.633133119575575,19.70200415862289
