Date,Open,Close,Volume,Adj Close,SMA_20,Choppiness_Index,SuperTrend
2017-11-01,673.625,703.2750244140625,62404416,663.6337890625,625.638784790039,74.65395934568944,452.159747478892
2017-12-01,707.0,751.0999755859375,90210729,708.7630004882812,630.2305847167969,64.4651893233941,469.6281903208777
2018-01-01,751.0,763.0499877929688,44989149,720.0394897460938,635.5866851806641,62.71593038023262,502.2261581098594
2018-02-01,768.9000244140625,728.3499755859375,48239357,687.2953491210938,636.8106658935546,63.82597824284474,502.2261581098594
2018-03-01,728.0,738.9000244140625,41923678,697.2507934570312,637.6795318603515,67.28603524603874,502.2261581098594
2018-04-01,748.9000244140625,873.2999877929688,52373136,824.074951171875,645.3127075195313,58.54704719422856,513.6729216525576
2018-05-01,873.2999877929688,922.9500122070312,54428674,870.9264526367188,656.0105346679687,53.10205879078336,568.5660652390227
2018-06-01,922.5,897.7000122070312,52907964,847.0996704101562,667.711279296875,52.41736599599969,615.7500957140842
2018-07-01,907.0,935.9500122070312,43623492,883.1936645507812,684.1774627685547,51.29264789405007,625.1178144973958
2018-08-01,939.5,965.2999877929688,45983811,918.2869262695312,702.4076599121094,47.066731288694,660.0875430415736
2018-09-01,974.9000244140624,860.9500122070312,52216208,819.0191040039062,714.3798736572265,48.65585342530772,660.0875430415736
2018-10-01,860.5,765.9500122070312,82382490,728.6458740234375,720.1497528076172,51.01729253193977,660.0875430415736
2018-11-01,770.5,790.9000244140625,59284147,752.3807983398438,727.696420288086,52.86666418060357,660.0875430415736
2018-12-01,800.0,803.8499755859375,69474250,764.7000732421875,734.7221954345703,56.89465535907807,660.0875430415736
2019-01-01,805.0,680.0499877929688,91319354,646.9295043945312,733.9572814941406,58.48376923364316,1071.6391223622372
2019-02-01,689.0,645.9000244140625,84391800,614.4427490234375,733.1652404785157,53.01066922994545,997.9121467345964
2019-03-01,650.0,673.9000244140625,72031846,641.0790405273438,732.4267822265625,53.57329757417581,995.9921018118524
2019-04-01,678.1500244140625,645.2999877929688,62097485,613.8718872070312,731.3954193115235,52.41667056736022,968.7289391785744
2019-05-01,645.2999877929688,647.0499877929688,67188287,615.5366821289062,732.583447265625,51.14028015298027,934.853377310709
2019-06-01,647.0499877929688,655.3499755859375,48731649,623.4324951171875,732.0301147460938,47.84141264556427,911.2064723698376
2019-07-01,657.2999877929688,550.0,73230379,523.2132568359375,725.0090881347656,43.20496228481814,902.316245464604
2019-08-01,546.0,528.7999877929688,77343508,510.0617980957031,715.0740280151367,40.16311192118477,811.2924778019709
2019-09-01,528.7999877929688,547.1500244140625,82422707,527.7615966796875,705.4601333618164,40.279371494560806,811.2924778019709
2019-10-01,551.0,606.4500122070312,69863761,584.960205078125,700.343376159668,41.05706675891857,811.2924778019709
2019-11-01,609.0,530.5499877929688,75142319,511.7497863769531,691.068325805664,49.81047135583124,811.2924778019709
2019-12-01,525.0,531.5499877929688,81348040,512.7142944335938,675.50029296875,52.2030435825824,773.5339161667387
2020-01-01,532.9000244140625,567.1500244140625,57788406,547.0528564453125,659.3066131591797,52.14106830647465,773.5339161667387
2020-02-01,566.0,457.0499877929688,76917304,440.854248046875,638.9943420410157,47.972536297250414,773.5339161667387
2020-03-01,453.5499877929688,284.95001220703125,141501943,274.85272216796875,608.577294921875,39.76111870526552,698.7441148522882
2020-04-01,281.0,366.6499938964844,134157145,353.6576232910156,580.3458297729492,41.41171898429562,669.6056668216321
2020-05-01,366.6499938964844,436.3500061035156,159674176,420.8877868652344,560.4392639160156,42.663510517412575,669.6056668216321
2020-06-01,441.8500061035156,510.7000122070313,172962600,492.6031494140625,548.6371276855468,45.10527935345286,669.6056668216321
2020-07-01,513.75,606.4500122070312,167338794,584.960205078125,540.2660980224609,47.00598112761747,669.6056668216321
2020-08-01,610.0,606.9000244140625,115050794,587.9055786132812,531.4263732910156,47.23954192912725,669.6056668216321
2020-09-01,610.0,607.9000244140625,155911588,588.8743286132812,528.5236145019531,47.131169207115576,669.6056668216321
2020-10-01,614.7000122070312,594.0,99660885,575.4093017578125,526.5719421386718,47.11430892674839,669.6056668216321
2020-11-01,592.0,722.0,155866130,699.4031982421875,529.488150024414,42.40798675733413,337.2828024849258
2020-12-01,736.4000244140625,720.5999755859375,107120574,698.0469970703125,533.6969055175781,41.25296932901671,384.8638315732958
2021-01-01,725.0,749.5999755859375,122479106,726.139404296875,539.2270416259765,37.40758555066797,440.23556168894106
2021-02-01,753.0,806.4000244140625,150880430,781.1617431640625,547.1135040283203,35.31970038777305,455.8188010626191
2021-03-01,821.0,795.25,98592158,770.3607177734375,559.4708770751953,35.69788437775407,455.8188010626191
2021-04-01,801.5,752.5499877929688,88799436,728.9971313476562,570.417643737793,34.91754821475358,455.8188010626191
2021-05-01,744.9000244140625,807.9500122070312,112718079,782.6632080078125,583.1627243041992,33.5174844593018,455.8188010626191
2021-06-01,813.0,777.7000122070312,71260286,753.3599243164062,591.5827102661133,36.38798290739656,455.8188010626191
2021-07-01,778.0,743.0999755859375,47843894,719.8428344726562,601.9873626708984,42.35534483631967,455.8188010626191
2021-08-01,750.0,793.2999877929688,69770316,777.1212768554688,615.2077117919922,45.93387373796283,461.9400204163341
2021-09-01,793.2999877929688,803.0499877929688,77656007,786.6724243164062,627.1886901855469,51.52371967449313,468.43786853905647
2021-10-01,800.0,884.25,92227383,866.2163696289062,648.4567962646485,52.62670989751965,536.5813618588119
2021-11-01,884.25,835.5,106098285,818.4606323242188,675.6371917724609,54.90501180273729,545.544705602754
2021-12-01,836.0,837.1500244140625,58208957,820.0769653320312,698.9581588745117,55.37365445404676,545.544705602754
2022-01-01,835.0,885.7999877929688,67041611,867.7348022460938,721.3005096435547,61.169443620472286,545.544705602754
2022-02-01,892.0,790.8499755859375,64221522,774.72119140625,735.4064117431641,69.70772776085273,545.544705602754
2022-03-01,790.8499755859375,806.5499877929688,87567019,790.1010131835938,745.6634521484375,62.6259784912922,545.544705602754
2022-04-01,811.0,922.0999755859376,66998549,903.29443359375,761.432894897461,60.91382690398952,545.544705602754
2022-05-01,915.0,1034.3499755859375,88011663,1013.255126953125,782.6519348144532,56.01313488991493,557.7731191767352
2022-06-01,1035.0,1093.1500244140625,103029332,1070.85595703125,807.424267578125,49.89283120141479,648.4984018166658
2022-07-01,1092.4000244140625,1164.449951171875,73710848,1140.7017822265625,829.4891967773438,44.3175285487604,731.7414977345975
2022-08-01,1189.4000244140625,1308.699951171875,79985077,1295.127685546875,859.3432312011719,38.99627009772042,833.9899047267531
