Date,Open,Close,Adj Close,VWSMA_200,VWEMA_50,VWEMA_20,RSI_Daily,ADX
2017-10-30,2300.0,2372.949951171875,2154.81884765625,1674.5674114990234,1981.8670683824655,2061.8088675689496,72.47859605960959,37.46098673622203
2017-10-31,2375.0,2319.75,2106.5087890625,1678.5585150146485,1986.754978997369,2066.066002949288,60.8333981344379,38.15425438074341
2017-11-01,2321.0,2348.625,2132.729248046875,1682.7193200683594,1992.4794601365652,2072.4148834347725,64.19586275934635,38.79800290779898
2017-11-02,2351.074951171875,2329.324951171875,2115.2041015625,1686.559545288086,1997.2921911728768,2076.4900470659845,60.45979656259151,38.12772382693852
2017-11-03,2354.449951171875,2329.050048828125,2114.9541015625,1690.480234375,2001.906383737176,2080.153290351367,60.40578967817193,37.50532182328238
2017-11-06,2326.10009765625,2321.52490234375,2108.12060546875,1694.384364013672,2006.0716473344924,2082.81684417207,58.858126319863366,36.707759254202855
2017-11-07,2334.0,2324.5,2110.822265625,1698.2438763427735,2010.179514718434,2085.484027167587,59.30208499391853,36.47504184506143
2017-11-08,2334.5,2326.75,2112.865478515625,1702.0057055664065,2014.2064152595003,2088.0917844388287,59.65665174165057,36.0764958520174
2017-11-09,2332.5,2378.97509765625,2160.2900390625,1705.8285888671876,2019.935184820402,2094.967808688702,66.87115613419043,36.837243767347566
2017-11-10,2389.5,2436.5,2212.52685546875,1709.8756353759766,2027.4877993556315,2106.16390838204,72.66879777316275,38.326207560470735
2017-11-13,2387.5,2441.14990234375,2216.749267578125,1714.01072265625,2034.909817717298,2116.695847353096,73.0789133587306,38.68192526306446
2017-11-14,2453.5,2394.175048828125,2174.09228515625,1717.899117431641,2040.367953695296,2122.16217476292,62.82287694224491,39.01223455833006
2017-11-15,2390.0,2374.875,2156.566650390625,1721.5751678466795,2044.9247653304071,2125.438791489368,59.149966918534425,38.395914976827065
2017-11-16,2370.0,2368.35009765625,2150.6416015625,1725.251954345703,2049.0705236140184,2127.8390591153807,57.91713908756032,37.82361822257429
2017-11-17,2384.5,2375.02490234375,2156.702880859375,1729.0311669921875,2053.2914003687383,2130.5879945195707,58.86174537453003,37.43143627302022
2017-11-20,2388.5,2381.60009765625,2162.673583984375,1732.7437341308594,2057.58089776543,2133.6437649447903,59.81853661218729,36.85230506232303
