Date,Open,Close,Adj Close,VWSMA_200,VWEMA_50,VWEMA_20,RSI_Daily,ADX
2017-10-30,3310.699951171875,3282.199951171875,2721.2734375,2359.776153564453,2549.353338685117,2646.398445855476,69.77471045879587,44.66003683488124
2017-10-31,3270.050048828125,3257.10009765625,2700.46337890625,2362.213690185547,2555.2792226153574,2651.5474870984067,64.55099689447181,44.63510755624627
2017-11-01,3270.0,3239.75,2686.078369140625,2364.5077893066405,2560.408600910466,2654.836142530999,61.14336860353035,44.042327574925785
2017-11-02,3277.0,3241.10009765625,2687.19775390625,2366.8976892089845,2565.38072455736,2657.918200757213,61.31450851172542,43.13155536389114
2017-11-03,3228.0,3217.449951171875,2667.58935546875,2369.1139721679688,2569.3889061617274,2658.839263110693,56.610875467772246,42.1324485499138
2017-11-06,3211.0,3209.85009765625,2661.2880859375,2371.414954833984,2572.992795564699,2659.0724843322937,55.14680771295132,40.86627542526073
2017-11-07,3239.0,3161.64990234375,2621.325439453125,2373.462896728516,2574.888193364245,2655.4775276771347,46.86831108247008,38.37133610214578
2017-11-08,3174.89990234375,3189.050048828125,2644.042724609375,2375.5949670410155,2577.6001357660152,2654.3884988135383,51.34017437865344,36.054606730681904
2017-11-09,3197.949951171875,3200.0,2653.121826171875,2377.8910803222657,2580.561770683892,2654.267863323856,53.04124596690999,34.026673185662425
2017-11-10,3200.0,3253.35009765625,2697.354248046875,2380.4262316894533,2585.1418678353816,2658.3713285355725,60.319280460735314,33.2415495010034
2017-11-13,3268.0,3223.0,2672.1904296875,2382.8122009277345,2588.555536927621,2659.6874334071845,55.08836244859804,32.64009229622964
2017-11-14,3239.699951171875,3266.550048828125,2708.298095703125,2385.3565649414063,2593.251323546269,2664.317020292512,60.395645588238544,31.7473387006977
2017-11-15,3260.0,3212.949951171875,2663.858154296875,2387.3030834960937,2596.020218869822,2664.273318769118,52.21695702701986,30.91835321913233
2017-11-16,3225.0,3208.85009765625,2660.459228515625,2389.026602783203,2598.547238855932,2663.910072078309,51.64095344770207,29.57684409204661
2017-11-17,3230.0,3206.85009765625,2658.801025390625,2390.7237463378906,2600.910132445528,2663.4234962032915,51.34339046874158,28.331157045467013
2017-11-20,3200.0,3242.0,2687.94384765625,2392.684643554688,2604.3232193165363,2665.75876777024,56.128041121431735,27.378084027582567
2017-11-21,3254.699951171875,3300.25,2736.23876953125,2394.852884521484,2609.496378148486,2672.4711488903363,62.677862320093055,27.557379795706417
2017-11-22,3316.949951171875,3313.199951171875,2746.975830078125,2396.9907019042967,2614.8877292045504,2679.5668328129827,63.9658889688188,28.37262827858626
2017-11-23,3324.0,3264.64990234375,2706.72265625,2399.1170043945312,2618.489098892607,2682.1531017117463,56.14321822265074,27.51475410094293
2017-11-24,3310.0,3288.300048828125,2726.3310546875,2401.338707275391,2622.7181951982893,2686.360525804675,58.78723977849234,26.71815665027413
2017-11-27,3289.0,3271.39990234375,2712.3193359375,2403.525703125,2626.2319654233565,2688.8327934363724,56.1807860778466,25.38666149504572
2017-11-28,3275.0,3289.14990234375,2727.035888671875,2405.906550292969,2630.1850604527103,2692.471183458801,58.27335501994824,24.53438700935093
2017-11-29,3301.0,3315.89990234375,2749.21435546875,2408.349129638672,2634.8528759435358,2697.8752950787966,61.27472680394824,24.188036216641507
2017-11-30,3304.449951171875,3305.5,2740.591796875,2410.7388427734377,2638.999500293789,2701.943533345102,59.48333350582492,24.58637897561056
2017-12-01,3338.0,3216.89990234375,2667.13330078125,2412.694219970703,2640.102786587415,2698.628273100925,46.90280377542264,23.021291941546878
2017-12-04,3246.89990234375,3198.699951171875,2652.043701171875,2414.550988769531,2640.5710577475897,2694.1916472029206,44.80645019512276,21.5492674715042
2017-12-05,3197.699951171875,3163.89990234375,2623.19091796875,2416.378889160156,2639.889483638616,2687.4296729901425,41.03017386426102,20.830274726450973
2017-12-06,3155.0,3109.550048828125,2578.12939453125,2417.9347534179688,2637.4675193598955,2677.020122660724,35.93618450137009,20.81616850571444
2017-12-07,3110.64990234375,3196.050048828125,2649.8466796875,2419.873381347656,2637.952976627645,2674.4321757108933,47.176628103461,19.74583939475951
2017-12-08,3235.699951171875,3212.64990234375,2663.609375,2421.9001220703126,2638.959109897149,2673.4014327860464,49.02501176920568,18.453592254083752
2017-12-11,3216.10009765625,3210.85009765625,2662.117431640625,2423.8682080078124,2639.8672793772853,2672.326766010292,48.82555594493643,17.455836751306077
2017-12-12,3210.35009765625,3165.699951171875,2624.683349609375,2425.6176318359376,2639.271831151093,2667.789297781633,43.98963783766626,16.81806467171368
2017-12-13,3160.0,3151.300048828125,2612.744384765625,2427.305330810547,2638.231539135976,2662.5469251134423,42.542406484336645,16.604087602208807
2017-12-14,3160.0,3162.800048828125,2622.279052734375,2428.9823962402343,2637.6059514339527,2658.711889648769,44.12343909701053,16.405394609097137
2017-12-15,3188.0,3198.800048828125,2652.126953125,2430.8861059570318,2638.1754024806605,2658.0847528369814,48.866830931924,15.939040802658488
2017-12-18,3179.89990234375,3226.75,2675.2998046875,2433.064753417969,2639.631261390733,2659.72428158465,52.25552842100285,15.89550203153371
2017-12-19,3235.0,3319.800048828125,2752.44775390625,2435.5759130859374,2644.055437567812,2668.555088472421,61.421952133255445,14.90909851901216
2017-12-20,3318.85009765625,3301.199951171875,2737.026611328125,2437.753780517578,2647.701365950569,2675.07618588725,58.9842008864166,14.107700778505064
2017-12-21,3300.0,3289.449951171875,2727.28466796875,2439.879888916016,2650.822279755204,2680.048422275964,57.4334417600357,13.363545733748476
2017-12-22,3277.0,3328.949951171875,2760.03369140625,2441.9653637695315,2655.105080212108,2687.6660669550392,61.1328229311564,13.173629259909784
2017-12-26,3350.0,3369.0,2793.23974609375,2444.23169921875,2660.522125932957,2697.720703063488,64.50160467736966,13.332993538028648
2017-12-27,3385.0,3339.050048828125,2768.407958984375,2446.412478027344,2664.7529429153656,2704.452822675001,60.29305419405446,13.480974653424736
2017-12-28,3327.0,3295.14990234375,2732.010498046875,2448.4082214355467,2667.3904940969933,2707.077363186608,54.6631092429062,12.933574362746231
2017-12-29,3295.0,3333.60009765625,2763.8896484375,2450.588349609375,2671.1747746593664,2712.488057020026,58.33297121612569,12.425274092830476
