Date,Open,Close,Adj Close,MACD,MACD_Signal,RSI,SMA_50,EMA_20,EMA_10
2016-02-29,935.0,1010.6500244140624,944.8514404296876,,,,,,
2016-03-07,1010.6500244140624,1004.2999877929688,938.9149169921876,,,,,,
2016-03-14,1014.5,983.8499755859376,919.7962646484376,,,,,,
2016-03-21,980.0,969.4000244140624,915.6703491210938,,,,,,
2016-03-28,978.0,1008.5499877929688,952.650390625,,,,,,
2016-04-04,1010.0499877929688,1013.4500122070312,957.27880859375,,,,,,
2016-04-11,1014.9000244140624,1023.0499877929688,966.3466796875,,,,,,
2016-04-18,1009.0,1069.449951171875,1010.175048828125,,,,,,
2016-04-25,1067.949951171875,1051.0999755859375,992.8419799804688,,,,,,
2016-05-02,1048.0,1022.2000122070312,965.5438232421876,,,,,,956.4069702148438
2016-05-09,1026.0,1078.5999755859375,1018.8177490234376,,,,,,967.7543845436791
2016-05-16,1078.5999755859375,1043.25,985.4270629882812,,,,,,970.967598806334
2016-05-23,1046.0,1084.6500244140625,1024.5323486328125,,,,,,980.7066442293301
2016-05-30,1120.6500244140625,1140.75,1077.5230712890625,,,,,,998.3096309674632
2016-06-06,1141.0,1123.300048828125,1061.0404052734375,,,65.97932502116987,,,1009.7152262958222
2016-06-13,1115.0,1113.1500244140625,1051.4527587890625,,,64.15725112090705,,,1017.3038685673204
2016-06-20,1111.9000244140625,1100.0,1039.0316162109375,,,61.77701914159959,,,1021.2543681388871
2016-06-27,1081.0,1133.5999755859375,1070.7694091796875,,,65.31765934795386,,,1030.257102873578
2016-07-04,1137.5,1121.800048828125,1059.62353515625,,,63.10682764635224,,,1035.5964541977003
2016-07-11,1126.199951171875,1152.449951171875,1088.5745849609375,,,66.29776744478829,,1002.0431121826172,1045.2288416091978
2016-07-18,1152.449951171875,1204.6500244140625,1137.8814697265625,,,70.91213685385529,,1014.9800986153739,1062.0747739941733
2016-07-25,1206.0,1198.5,1132.072265625,,,69.70129262813664,,1026.1317335686715,1074.8015906543235
2016-08-01,1199.0,1184.1500244140625,1118.517578125,,,66.83367904550849,,1034.930385431179,1082.7499520126282
2016-08-08,1188.0,1194.050048828125,1127.868896484375,,,67.81739344539959,,1043.78167219815,1090.9533964620368
2016-08-15,1194.050048828125,1300.0,1227.9464111328125,,,76.01602324154298,,1061.3211711443084,1115.8612173112688
2016-08-22,1300.5,1331.75,1257.9366455078125,,,77.83805508775312,,1080.0464544170231,1141.693113347004
2016-08-29,1335.0999755859375,1314.75,1241.8790283203125,,,74.57147416744002,,1095.4590805030507,1159.908734251242
2016-09-05,1314.75,1324.1500244140625,1250.7578125,,,75.19142931682508,,1110.2494359313316,1176.426748478289
2016-09-12,1311.1500244140625,1342.5999755859375,1268.1854248046875,,,76.40729579418402,,1125.290958681175,1193.110144173998
2016-09-19,1339.0,1334.949951171875,1260.9593505859375,,,74.77098257065737,,1138.2117579102,1205.4463635216232
2016-09-26,1339.0,1290.800048828125,1219.256591796875,,,65.98797131757908,,1145.9303135184548,1207.9573141171236
2016-10-03,1291.0,1271.6500244140625,1201.16796875,,,62.55554240675036,,1151.1910425881258,1206.7228876867375
2016-10-10,1280.0,1234.5999755859375,1166.17138671875,,,56.438810678454644,,1152.6177420291376,1199.3498875107398
2016-10-17,1236.0999755859375,1274.5,1203.85986328125,66.11305378153634,78.27055048146589,60.875601450823865,,1157.4979440531483,1200.169883105378
2016-10-24,1282.0,1279.9000244140625,1208.9605712890625,62.74089653258898,75.1646196916905,61.447901530645396,,1162.399146647045,1201.768190047866
2016-10-31,1279.9000244140625,1253.949951171875,1184.4488525390625,57.428546234609485,71.6174050002743,57.12356558901257,,1164.4991186367608,1198.61921959172
2016-11-07,1270.0,1221.050048828125,1153.3724365234375,50.132961718027445,67.32051634382493,52.11601427107464,,1163.439434625968,1190.392531761123
2016-11-14,1221.050048828125,1184.199951171875,1118.564697265625,41.06904636717013,62.07022234849397,47.13224631603297,,1159.1656501154591,1177.3329254892144
2016-11-21,1191.75,1155.050048828125,1091.030517578125,31.303206087385433,55.91681909627226,43.58187679787543,,1152.6765898738083,1161.641578596289
2016-11-28,1155.0,1135.8499755859375,1072.89453125,21.848429681465632,49.103141213310934,41.37128695944167,,1145.0782985763028,1145.5057518060546
2016-12-05,1135.8499755859375,1161.5,1097.123046875,16.124615456810943,42.50743606201094,45.35872011251162,,1140.5111317476074,1136.7088963640447
2016-12-12,1162.0,1151.5999755859375,1087.7718505859375,10.710424944842089,36.14803383857717,44.11173227866014,,1135.4883430655436,1127.8112516771162
2016-12-19,1152.9000244140625,861.5,813.7507934570312,-15.512747961654213,25.815877478530894,23.61989660728244,,1104.8466716742566,1070.7093501825552
2016-12-26,850.0,783.7000122070312,740.2628173828125,-41.743474136919076,12.3040071554409,20.825776971951786,,1070.1243998369762,1010.6281624007838
2017-01-02,794.7999877929688,737.4000244140625,696.5291137695312,-65.30763226461704,-3.2183207285706885,19.358150548816557,,1034.5438964019813,953.5192444678288
2017-01-09,733.75,746.2000122070312,704.8413696289062,-82.36224705662846,-19.047105994182246,20.504830911878344,,1003.1436557569266,908.3050854062066
2017-01-16,744.0,714.4000244140625,674.8038940429688,-97.1816755352121,-34.67401990238822,19.42966281042154,,971.8732022603592,865.8503233401633
2017-01-23,711.0,708.5,669.2308959960938,-108.12942503601596,-49.365100929113765,19.228211905870054,,943.0501254732864,830.1013365503325
2017-01-30,709.7999877929688,760.3499755859375,718.20703125,-111.56754932509762,-61.80559060831054,26.445794629247416,,921.636497452021,809.7569174048175
2017-02-06,773.0,750.0999755859375,708.5250854492188,-113.76216033540788,-72.19690455373001,25.952089965332455,1031.9128088378907,901.3401724993731,791.3511297765268
2017-02-13,753.0999755859375,748.5,707.0138549804688,-114.30570403802528,-80.61866445058907,25.870905119667793,1027.1560571289062,882.8329041642394,776.0170798136072
2017-02-20,751.0,749.5499877929688,708.0056762695312,-113.34980861344957,-87.16489328316116,26.034443453632715,1022.5378723144531,866.182691983791,763.6513700783207
2017-02-27,754.0,758.5,716.4596557617188,-110.63476045962238,-91.85886671845341,27.502578080611855,1018.4711401367188,851.9233552007364,755.071058384393
2017-03-06,761.5999755859375,761.2999877929688,719.1043701171875,-107.03581662459635,-94.894256699682,27.98415611814332,1014.5398205566406,839.2739280499222,748.5316605176284
2017-03-13,761.2999877929688,763.7999877929688,721.4658203125,-102.80797210437049,-96.4769997806197,28.44123551379124,1009.9161291503906,828.0541082654058,743.6105986621506
2017-03-20,770.0,623.4500122070312,588.8948974609375,-108.89941571794361,-98.96148296808448,20.554140355801767,1002.5484509277344,805.2770405697422,715.4804711710209
2017-03-27,633.0,623.8499755859375,589.2725830078125,-112.40076653147162,-101.64933968076191,20.621676663413282,995.0069689941406,784.705187468606,692.5335824140739
2017-04-03,628.0,622.0499877929688,587.5724487304688,-113.99869293420659,-104.11921033145084,20.537043318702253,986.5549169921875,765.9306409221167,673.4497399261456
2017-04-10,656.0,648.9000244140625,612.934326171875,-111.9283294602917,-105.68103415721902,25.452177233956707,978.9567639160156,751.3595633268556,662.4469374253691
2017-04-17,650.0,630.8499755859375,595.8847045898438,-110.39079707034625,-106.62298673984446,24.3612681580748,971.5635815429688,736.5524339233306,650.3447132734555
2017-04-24,610.1500244140625,628.4000244140625,593.570556640625,-108.11276728989537,-106.92094284985464,24.209593795327297,963.0586376953125,722.9351122773586,640.0221393402136
2017-05-01,628.4000244140625,625.9500122070312,591.2564086914062,-105.28053618959495,-106.5928615178027,24.048350279527753,955.175224609375,710.3942833644107,631.1556428586123
2017-05-08,625.5499877929688,625.8499755859375,591.1616821289062,-101.86933005400806,-105.64815522504378,24.04129169054155,946.5078112792969,699.0387975324579,623.8840136350294
2017-05-15,628.5,611.0,577.1348876953125,-99.15477517263537,-104.3494792145621,22.96632395424044,936.5000476074218,687.4289013574917,615.3841725550809
2017-05-22,613.0,545.2999877929688,515.0763549804688,-100.84855643459434,-103.64929465856855,18.932833743160796,925.5807666015625,671.0143731311085,597.1463875415151
2017-05-29,544.0,618.4500122070312,584.1719970703125,-95.51441866475022,-102.02231945980489,33.034608410544244,916.2351513671875,662.7436706491279,594.7874074558418
2017-06-05,620.4000244140625,650.9000244140625,614.8234252929688,-87.80163931546099,-99.17818343093612,38.172612180207175,907.7509875488281,658.1798377580651,598.4303197898649
2017-06-12,650.0,641.4000244140625,605.8499755859375,-81.47410573563332,-95.63736789187556,37.27102294168836,898.4525988769532,653.1960413607196,599.7793481164235
2017-06-19,646.7999877929688,638.5999755859375,603.2052001953125,-75.79913580270556,-91.66972147404155,36.9936918511968,889.3242321777344,648.4350088687761,600.4022303125852
2017-06-26,638.5999755859375,647.25,611.3756713867188,-69.83735099323178,-87.3032473778796,38.51575982639948,879.78025390625,644.9055481561992,602.3974014169731
2017-07-03,648.5999755859375,680.0,642.3104858398438,-61.90283523463995,-82.22316494923167,44.028899060802026,869.8688342285157,644.6583993641653,609.6543258574951
2017-07-10,726.0,735.9000244140625,695.1121826171875,-50.76878770097335,-75.93228949958001,51.948873354549775,861.1296325683594,649.4635215787389,625.192117995621
