Date,Open,Close,Volume,Adj Close,SMA_20,Choppiness_Index,SuperTrend
2016-03-01,829.8499755859375,869.5,31001658,769.5007934570312,,,0.0
2016-04-01,867.0999755859375,867.9000244140625,21340028,768.0848388671875,,,
2016-05-01,867.0,848.2000122070312,40775944,750.6505126953125,,,
2016-06-01,852.1500244140625,898.5499877929688,28074289,795.2097778320312,,,
2016-07-01,898.5999755859375,922.5499877929688,24837369,825.4606323242188,,,
2016-08-01,930.0,917.0499877929688,22334367,820.5394897460938,,,
2016-09-01,917.0999755859376,867.8499755859375,26186308,776.5172729492188,,,
2016-10-01,878.0,836.5,28309572,748.466796875,,,459.42712838309154
2016-11-01,835.0,844.0,30211072,755.17724609375,,,459.42712838309154
2016-12-01,844.0,826.3499755859375,16214478,745.6243896484375,,,459.42712838309154
2017-01-01,828.0,855.4000244140625,20656698,771.83642578125,,,467.82706167657204
2017-02-01,857.0,865.9000244140625,21550956,781.310791015625,,,487.46023534331175
2017-03-01,868.4000244140625,911.75,26799345,822.681640625,,,517.113403103977
2017-04-01,914.0,934.9500122070312,22709237,843.6152954101562,,,547.5928996820361
2017-05-01,934.9500122070312,1067.0,35469354,962.7653198242188,,70.04945280433805,576.47903364208
2017-06-01,1067.0,1079.5999755859375,27985760,974.1344604492188,,64.47725517923288,653.4600213025865
2017-07-01,1093.0,1155.75,29888356,1052.2113037109375,,60.17990972887588,671.3197887671723
2017-08-01,1154.0,1219.75,19734055,1110.477783203125,,57.963629267223226,709.9896808294513
2017-09-01,1216.25,1173.9000244140625,24654473,1068.7354736328125,,53.153871176337816,746.8030184871859
2017-10-01,1173.9000244140625,1237.449951171875,22535108,1126.59228515625,863.4796264648437,54.84613798879958,746.8030184871859
2017-11-01,1238.699951171875,1272.449951171875,23065722,1158.4566650390625,882.9274200439453,53.87938945299967,755.3910118584906
2017-12-01,1272.449951171875,1367.8499755859375,20357621,1253.4134521484375,907.1938507080079,51.20250201738749,774.1808561465634
2018-01-01,1367.0,1369.3499755859375,25476315,1254.7882080078125,932.4007354736328,50.150784469120815,841.1786663175901
2018-02-01,1373.0,1317.75,23815135,1207.5048828125,953.0154907226563,52.76870007831158,841.1786663175901
2018-03-01,1320.0,1333.3499755859375,21794188,1221.7996826171875,972.8324432373047,54.16495732749315,841.1786663175901
2018-04-01,1315.0,1508.9000244140625,16271965,1382.6630859375,1000.938623046875,52.196304616034716,867.0686665246615
2018-05-01,1508.9000244140625,1611.449951171875,29555788,1476.6331787109375,1035.944418334961,49.71283503210448,960.0072910334152
2018-06-01,1613.0,1641.1500244140625,26843623,1503.848876953125,1073.7135223388673,49.75009208689181,1035.706209348396
2018-07-01,1640.9000244140625,1731.6500244140625,36306461,1598.75,1115.8921600341796,50.34715174292752,1098.9084054459465
2018-08-01,1732.949951171875,1780.0999755859375,21918525,1643.4815673828125,1160.7850189208984,51.26882869292567,1154.507209899539
2018-09-01,1791.5,1608.4000244140625,35179141,1484.9593505859375,1196.4411651611329,54.756678369721115,1154.507209899539
2018-10-01,1606.5,1621.699951171875,33033309,1497.2384033203125,1232.2375457763671,56.296972346296045,1154.507209899539
2018-11-01,1624.5,1754.0,23176010,1628.626953125,1272.5348114013673,58.042043319672786,1154.507209899539
2018-12-01,1769.5,1819.6500244140625,36351903,1689.58447265625,1314.833270263672,57.98486678816431,1154.507209899539
2019-01-01,1824.800048828125,1763.25,34787768,1637.2158203125,1348.5557952880858,58.185460538063516,1154.507209899539
2019-02-01,1763.25,1732.6500244140625,27476928,1608.8031005859375,1380.2892272949218,60.482054427745815,1161.3522869039894
2019-03-01,1735.0,1706.800048828125,33060494,1584.80078125,1406.918701171875,60.35275448727925,1161.3522869039894
2019-04-01,1710.0,1757.699951171875,24965883,1632.0623779296875,1432.9979309082032,60.97349421494393,1161.3522869039894
2019-05-01,1757.699951171875,1788.5,30766512,1660.6610107421875,1462.5942077636719,63.738265649283285,1161.3522869039894
2019-06-01,1794.0,1787.5999755859375,18431418,1659.825439453125,1489.2558654785157,72.4308725402773,1221.9964908662046
2019-07-01,1798.9000244140625,1726.6500244140625,24724545,1614.819091796875,1512.0739868164062,74.66292928651889,1221.9964908662046
2019-08-01,1721.0,1881.9000244140625,34742131,1760.0137939453125,1537.40400390625,74.07188741121506,1221.9964908662046
2019-09-01,1881.9000244140625,1981.949951171875,31711263,1853.583984375,1567.3437927246093,59.18777082692277,1283.8763972908237
2019-10-01,1989.0,2175.35009765625,33485116,2034.4578857421875,1608.6914428710938,55.804827634784324,1345.9515412185856
2019-11-01,2165.10009765625,2035.300048828125,27543118,1913.3721923828125,1643.270068359375,55.098692145750846,1411.1441677241894
2019-12-01,2038.0,1923.0,28461256,1807.7996826171875,1664.5268981933593,60.96521360632982,1411.1441677241894
2020-01-01,1930.0,2034.25,26557525,1912.3851318359373,1686.3144958496093,65.07329374514887,1411.1441677241894
2020-02-01,2049.35009765625,2174.75,42232601,2044.468017578125,1713.3454528808593,59.47638485752505,1415.504338212085
2020-03-01,2190.0,2298.5,67398186,2160.8046875,1741.4481872558595,63.931241850115725,1415.504338212085
2020-04-01,2293.199951171875,2195.0,104215304,2063.505126953125,1762.449365234375,52.55318937869291,1415.504338212085
2020-05-01,2195.0,2057.35009765625,318486932,1934.101318359375,1784.9064636230469,53.963002342832176,1415.504338212085
2020-06-01,2075.0,2180.0,77558947,2049.40380859375,1812.5147338867187,55.02336467889298,1415.504338212085
2020-07-01,2183.0,2209.89990234375,65932610,2091.691162109375,1835.6679443359376,56.308584297666556,1415.504338212085
2020-08-01,2209.800048828125,2117.35009765625,36951713,2012.660888671875,1851.8217651367188,55.75543603945342,1415.504338212085
2020-09-01,2149.949951171875,2068.25,49268457,1965.98828125,1868.2603881835937,57.91930430921239,1415.504338212085
2020-10-01,2090.0,2071.300048828125,47771434,1968.8878173828125,1886.2646240234376,59.8346527782079,1415.504338212085
2020-11-01,2072.0,2138.199951171875,48818897,2045.636962890625,1909.3064331054688,59.012927713227356,1415.504338212085
2020-12-01,2159.0,2395.39990234375,50142038,2291.70263671875,1942.2884460449218,59.36616837201074,1428.6736080014648
2021-01-01,2395.39990234375,2263.89990234375,43938431,2165.8955078125,1967.5501708984375,59.586562021989344,1545.6452319421037
2021-02-01,2276.64990234375,2132.050048828125,52286338,2039.753173828125,1986.5465576171875,59.71525901384772,1545.6452319421037
2021-03-01,2135.199951171875,2431.5,50279833,2326.239990234375,2022.1176025390625,60.80452555614328,1545.6452319421037
2021-04-01,2446.800048828125,2353.75,42281914,2251.855712890625,2046.709698486328,59.07834473944936,1606.0379470887683
2021-05-01,2343.0,2340.050048828125,26569848,2238.748779296875,2065.967938232422,62.57490021295274,1616.4707759365783
2021-06-01,2347.0,2471.300048828125,32268417,2364.31689453125,2082.460888671875,65.10805457523962,1648.6065949155045
2021-07-01,2484.0,2333.300048828125,22440490,2248.44287109375,2099.214422607422,70.43217569251526,1660.2413391686468
2021-08-01,2342.0,2724.10009765625,35233493,2625.03076171875,2140.0759765625,60.58749044527172,1673.9146083778132
2021-09-01,2745.0,2701.800048828125,33475102,2603.541259765625,2174.6337829589843,54.09744175786905,1933.0828304789738
2021-10-01,2706.0,2393.14990234375,40011262,2306.1162109375,2187.716192626953,56.384750369219226,1933.0828304789738
2021-11-01,2393.0,2317.550048828125,32587886,2246.989990234375,2192.025457763672,58.12158936701207,1933.0828304789738
2021-12-01,2340.0,2360.14990234375,28839519,2288.292724609375,2203.2648376464845,57.5794263322435,1933.0828304789738
2022-01-01,2378.0,2273.75,35155340,2204.523681640625,2216.785955810547,60.64327330953575,1933.0828304789738
2022-02-01,2303.300048828125,2172.10009765625,28162744,2105.968505859375,2219.614190673828,58.964409540726905,1933.0828304789738
2022-03-01,2172.10009765625,2048.64990234375,59675399,1986.2769775390625,2214.3434814453126,49.84685894684981,1933.0828304789738
2022-04-01,2054.89990234375,2234.85009765625,39286419,2166.80810546875,2222.0508422851562,51.253910197183785,1933.0828304789738
2022-05-01,2220.0,2353.25,39413696,2281.603271484375,2237.831591796875,50.037228108382195,1933.0828304789738
2022-06-01,2370.0,2230.60009765625,39276021,2162.6875,2247.5215759277344,51.160226045412315,1933.0828304789738
2022-07-01,2226.0,2637.39990234375,43650322,2579.6787109375,2274.223663330078,54.0823322957122,1933.0828304789738
2022-08-01,2637.5,2659.85009765625,27338752,2601.637451171875,2289.7204040527345,52.82559901379005,1933.0828304789738
2022-09-01,2650.0,2696.449951171875,35817385,2637.436279296875,2313.297442626953,53.07552345771157,1933.0828304789738
2022-10-01,2723.0,2550.699951171875,25610779,2494.8759765625,2336.053582763672,50.62900106558562,1933.0828304789738
2022-11-01,2569.0,2684.35009765625,28507867,2625.60107421875,2351.0216369628906,56.31077442128676,1933.0828304789738
2022-12-01,2680.0,2561.050048828125,28106599,2521.806884765625,2364.5191955566406,54.240697487539855,1933.0828304789738
2023-01-01,2573.89990234375,2576.75,35595413,2537.266357421875,2379.4450744628907,54.320303616611284,1933.0828304789738
2023-02-01,2600.199951171875,2460.64990234375,27497229,2422.9453125,2382.376495361328,54.674144959966284,1933.0828304789738
2023-03-01,2458.0,2560.35009765625,30309893,2521.117919921875,2396.0102478027343,54.5818532791785,1933.0828304789738
2023-04-01,2570.0,2457.300048828125,25501376,2419.646728515625,2385.741046142578,54.1148381708339,1933.0828304789738
2023-05-01,2457.300048828125,2667.550048828125,29734853,2626.675048828125,2386.897735595703,60.74241355856592,1933.0828304789738
2023-06-01,2667.0,2678.14990234375,25374578,2637.11279296875,2403.4475646972655,62.14743044976466,2038.7464356277128
2023-07-01,2687.0,2560.800048828125,35070506,2542.1552734375,2418.2058288574217,59.772277960284995,2038.7464356277128
2023-08-01,2570.0,2505.050048828125,29261678,2486.811279296875,2428.131756591797,63.60211954996045,2038.7464356277128
2023-09-01,2505.050048828125,2465.60009765625,31969267,2447.6484375,2440.2879943847656,73.89061799556565,2038.7464356277128
2023-10-01,2465.60009765625,2484.0,30344853,2465.914306640625,2458.285284423828,73.44938635072427,2038.7464356277128
2023-11-01,2485.0,2545.550048828125,26383555,2527.016357421875,2485.3222534179686,71.5223358024557,2038.7464356277128
2023-12-01,2547.5,2663.949951171875,36783692,2663.949951171875,2510.179345703125,70.34789836685735,2083.8093447151996
2024-01-01,2663.85009765625,2481.550048828125,35586379,2481.550048828125,2520.1766845703123,68.20432457603958,2083.8093447151996
2024-02-01,2475.10009765625,2412.300048828125,30552116,2412.300048828125,2532.6573120117187,65.90654681062466,2083.8093447151996
2024-03-01,2416.949951171875,2327.699951171875,19009024,2327.699951171875,2520.0583740234374,61.53226594757418,2083.8093447151996
