Date,Open,Close,Adj Close,VWSMA_200,VWEMA_50,VWEMA_20,RSI_Daily,ADX
2016-02-29,411.0,406.625,333.4276428222656,,333.4276428222656,333.4276428222656,,
2016-03-01,406.9500122070313,416.0750122070313,341.17645263671875,,333.73151771695007,334.1656247093564,,
2016-03-02,418.5,427.4249877929688,350.4833679199219,,334.3884530190274,335.71969549131506,,
2016-03-03,432.5,429.6499938964844,352.3078918457031,,335.0911761102696,337.2995237155425,,
2016-03-04,430.1000061035156,417.7000122070313,342.50897216796875,,335.38207007331664,337.7956616633926,,
2016-03-08,414.0,407.625,334.2476501464844,,335.3375830173624,337.4577558046395,,
2016-03-09,406.9750061035156,407.8250122070313,334.41162109375,,335.30127078506393,337.1676477369357,,
2016-03-10,410.8999938964844,408.9249877929688,335.3135986328125,,335.3017542300737,336.9910716317811,,
2016-03-11,408.5,411.5249938964844,337.4455261230469,,335.38582371607265,337.03435301190166,,
2016-03-14,411.9249877929688,413.9500122070313,339.43408203125,,335.5445789441188,337.26289863279203,,
2016-03-15,413.0,405.9249877929688,332.8536376953125,,335.4390518363225,336.8429690196987,,
2016-03-16,406.7250061035156,407.4500122070313,334.1040954589844,,335.38670060583866,336.58212391867835,,
2016-03-17,410.0,407.6499938964844,334.2681579589844,,335.34283618831495,336.36174620823135,,
2016-03-18,408.0,412.0750122070313,337.89654541015625,,335.442981647995,336.5079175607956,,
2016-03-21,414.0,411.2749938964844,337.2405700683594,,335.51347531153874,336.57769399008737,53.50412613081562,
2016-03-22,410.375,414.2250061035156,339.65948486328125,,335.676063921411,336.8711978827725,55.628638277543565,
2016-03-23,414.0,408.8500061035156,335.2520446777344,,335.6594357157766,336.716992815626,51.05140504012999,
2016-03-28,409.9500122070313,405.3250122070313,332.3616638183594,,335.5301113276426,336.3021995777911,48.24768636121499,
2016-03-29,407.2999877929688,403.3999938964844,330.7831115722656,,335.34395447449054,335.77657214869345,46.73800437865004,
2016-03-30,402.7250061035156,410.2999877929688,336.4410705566406,,335.38697863457486,335.8398577113551,52.47773639930681,
2016-03-31,407.5,407.0499877929688,333.7761535644531,,335.3238090239819,335.64331445926916,49.75788801905836,
2016-04-01,410.0,410.2000122070313,336.359130859375,,335.36440988027186,335.7114874497554,52.336449986415815,
2016-04-04,407.5,419.9249877929688,344.3333740234375,,335.7161339643176,336.5326195043918,59.283954616328494,
2016-04-05,419.9249877929688,421.625,345.7274475097656,,336.10873449551167,337.40831740966553,60.37145998026414,
2016-04-06,423.5,419.375,343.8824157714844,,336.41358474162826,338.0248982060292,58.157477222184426,
2016-04-07,423.4500122070313,414.2250061035156,339.65948486328125,,336.5408749424774,338.18057312576747,53.33622707788931,
2016-04-08,415.9249877929688,416.5499877929688,341.5660400390625,,336.7379402403827,338.5029985460813,55.14420350641447,
2016-04-11,418.2250061035156,419.6499938964844,344.10791015625,,337.02695866845596,339.03679965181163,57.50799310804104,8.714519705398772
2016-04-12,421.5,419.8250122070313,344.2514953613281,,337.31027383288233,339.53343733843224,57.64377707457172,9.186362267882535
2016-04-13,422.4750061035156,418.7749938964844,343.3904113769531,,337.5487105993165,339.90076819924377,56.47819579173768,9.73513205031477
2016-04-18,422.5249938964844,426.6499938964844,349.847900390625,,338.0310317676031,340.84811412223246,62.587717200850726,11.175151369005954
2016-04-20,431.25,420.6000061035156,344.8869934082031,,338.299893008411,341.2327692923249,56.07514169801803,11.568111351071702
2016-04-21,422.0,423.125,346.9574890136719,,338.6394065772448,341.77798069435795,58.037692614414325,11.933002762989895
2016-04-22,419.1749877929688,422.5750122070313,346.5064697265625,,338.9479188576102,342.22831298313935,57.43569066715155,12.256326161134115
2016-04-25,420.625,422.5499877929688,346.48590087890625,,339.2435259957003,342.63379754464097,57.40644591473956,12.556555030839462
